學院名稱,課程類別,課程編號,課程名稱,課程大綱,課程講師,課程時數(分鐘),課程狀態,授權日(起),授權日(訖),測驗方式,課程難易度,年度人氣指數,累積人氣指數,選課人數,完成人數
資訊科技學院,七、企業e化經營系列,10001014,淺談落實服務業科技化與國際化,"● 前言
● 商業模式主導趨勢轉移
● 迎接智慧指引時代來臨
● 結語
",李智 顧問,60,上架,2015/9/2,2030/12/31,無,高級,84,6606,95,45
資訊科技學院,七、企業e化經營系列,10001128,網站分析GA實戰班-認識網站分析,網站分析GA實戰班#1-認識網站分析，從流量來源、網站分析概論與GA安裝與設定切入，快速上手工具介面，傳授重要功能的運用與必備的分析方法，搭配實戰演練與重要輔助工具，讓數據成為價值，找出轉換決策的關鍵因素！,吳天元顧問,95,上架,2017/5/22,2019/12/31,無,初級,148,4135,187,128
資訊科技學院,八、雲端趨勢應用系列,10000935,善用雲端服務讓您輕鬆獲得高績效！,"壹、	淺談雲端服務
貳、	雲端服務的架構
參、	雲端服務的佈署
肆、	企業該如何佈署雲端服務
伍、	案例研討：企業郵件代管服務
",張弘達,74,上架,2014/11/21,2030/12/31,課後,高級,84,6413,107,47
資訊科技學院,八、雲端趨勢應用系列,10001013,大數據發展現況與未來發展趨勢,"●前言
●什麼是大數據
●國際大數據熱潮
●大數據的特徵
●社會網路分析及語意分析
●大數據毒品分析簡例
●政府擁抱大資料
●資料科學的現況
●資料產業
●結語
",謝邦昌,60,上架,2015/9/2,2030/12/31,無,高級,986,16827,915,459
資訊科技學院,八、雲端趨勢應用系列,10001015,雲端、大數據、物聯網之整合應用,"一、雲端、大數據、物聯網及創意
你可以到處搜尋到Cloud、big data、IOT，搜得越多可能有人越不瞭解雲、大、物是做甚麼。本節以簡單、淺顯易懂的方式介紹雲端、大數據、物聯網及創意，讓學員對雲、大、物之應用有初步了解。
二、雲、大、物改變了什麼
雲、大、物只是名稱的改變還是實質的改變，本節將直接點出雲、大、物對這世界所帶來巨大的改變。
三、雲、大、物整合應用實務探討
本節將以實務探討了方式，一步步引導大家如何應用雲、大、物所帶來之改變及應用：
1.商業整合應用實務探討
2.製造業整合應用實務探討
3.生活整合應用實務探討
四、結論：你願意提供個資嗎?
雲、大、物的廣泛應用，將衝擊著資料的保護與侵犯，最後盡可能也讓大家稍微了解雲、大、物之個資法、著作權、營業機密、及隱私權相關問題。
",白光華,60,上架,2015/10/26,2030/12/31,課後,中級,1832,36506,1674,953
資訊科技學院,八、雲端趨勢應用系列,10001016,綠色產品商機：食安風暴下的食品溯源雲端服務,"1. 企業社會責任與綠色產品
本章節介紹企業對於友善地球的環境責任並解釋何謂綠色產品。
2. 產品溯源管理制度及系統
(1)產品溯源管理制度
本章節透過實務說明帶領學員了解源頭管理的定義、運用範疇及與追蹤管理的差異比較。
(2)產品溯源管理系統
本章節通過利用信息管理技術將產品的相關固定和流動信息進行記錄和保存，確保通過該系統能最終追查到某產品的來源質量和周邊管理的記錄。
3. 產品溯源管理系統在物聯網及BIG DATA技術的應用
4. 案例：茶葉溯源雲端系統
本章節透過茶葉溯源雲端系統實例帶領學員了解國產精品茶如何透過溯源管理系統並結合物聯網及BIG DATA技術來確保國產精品茶的來源提升產品價值。
5. 結論：企業永續經營的生態系統
",毛穎崙,70,上架,2015/10/26,2030/12/31,課後,中級,36,7054,54,32
資訊科技學院,八、雲端趨勢應用系列,10001017,金融科技FINTECH的發展趨勢及中小企業,"1. 傳統銀行業的發展困境
透過周刊報導、微軟總裁 Bill Gates之名言與傳統 銀行業特性等三方面，探討困境發展情形。
2. 網路科技時代的發展看金融創新
描述何謂網路的最佳定義，並敘述 「金融」在人類社會發展歷程的演化，以及越趨白熱化的專利戰爭，讓學員培養出新興產業商機 的敏銳度 。
3. 工業經濟與網路經濟之行為邏輯 差異
該章節透過說明兩種經濟行為的特性，了解其關係 與邏輯內涵。
4. 互聯網 和行動 互聯 網的比較
說明 兩者間的差異性與其本質概念 。
5. 水平連結生產 和《台灣資金交易所》的連結
介紹 《台灣資金交易 所》網站 平台 ，將傳統 標會 藉由網路效率 化後，透過標會的特性達 到分散風險，存款與貸款 一體， 人人都可成為銀行家。
6. 法律遵循
概述 與資金借貸行為相關之不同法令 。",喬美國際 簡永松董事長,60,上架,2016/12/20,2030/12/31,無,初級,288,5819,255,128
資訊科技學院,八、雲端趨勢應用系列,10001018,整合互聯網流量分析 以Google Analytics 為例,"1. 網站分析的基礎知識
網站分析是什麼？如何理解網站分析的定義？網路分析前必要的知識養成，ROI，KPI，PDCA方法。
2. 如何分析網路廣告在網站上的效益
學習網路廣告技巧，Google Adwowd系統架構，從廣告製作設計，刊登與從個人化廣告，目標客戶比對，搜尋廣告再行銷名單等角度進行效益評估。
3. 用戶移動應用分析
掌握如何安裝設定行動分析碼，建立用戶目標關聯，報告解讀分析，定期查看效果?据，更有效了解廣告系列的各??成部分以及它?對自己帳號如何取得整體成功\的影響因素。通過更多報告，深入了解您的??，?助您改善?告效果
4. 用戶與網站、網頁的互動分析
5.「代碼管理工具」介面介紹
",堂朝數位整合（股）公司 簡子竣 執行長,105,上架,2016/12/31,2030/12/31,無,初級,119,2639,153,47
資訊科技學院,九、資訊安全能力系列,10000828,電子商務適用之資安管理標準說明,"一、電子商務安全
二、資訊安全管理制度概念
三、資訊安全管理相關規範與標準
四、建置資訊安全管理制度的步驟-ISO/IEC27001
五、結論",陳怡良,60,上架,2011/1/31,2030/12/31,無,高級,150,6114,97,53
資訊科技學院,九、資訊安全能力系列,10000829,電子商務資訊流程與風險剖繪,"一、電子商務構成體系
二、電子商務風險與威脅
三、電子商務安全防護
四、資安事件應變處理程序
五、結論",李彥震,60,上架,2011/1/31,2030/12/31,無,高級,25,7742,30,10
資訊科技學院,九、資訊安全能力系列,10000830,電子商務客戶資料管理方法,"一、法制最新發展
二、個人資料保護法適用分析
三、企業因應策略
四、結論",李彥震,60,上架,2011/1/31,2030/12/31,無,高級,245,9564,262,211
資訊科技學院,九、資訊安全能力系列,10000831,電子商務資安技術實務,"一、電子商務最新資安問題與威脅概述
二、WWEB2.0安全威脅
三、駭客入侵步驟系統篇
四、網站漏洞與安全問題
五、偵測與防護",吳肯尼,60,上架,2011/1/31,2030/12/31,無,高級,214,6643,162,85
資訊科技學院,九、資訊安全能力系列,10001129,勒索軟體資通安全認知,"勒索軟體(Ransomware) 是一種特殊的惡意軟體，會讓你失去個人系統或資料的控制，而且如果不付錢給攻擊者就再也無法取回控制權，讓你被迫去支付贖金。這也就是它被稱為「勒索軟體」的原因。
網路購物詐騙行為最常發生在透過私下交易，也就是買家和賣家自行聯繫，完成交易，而沒有在平台上留下交易紀錄，由於沒有透過拍賣平台交易，一旦發詐騙行為，買家經常求償無門。",張德維組長,30,上架,2017/5/26,2030/12/31,無,初級,419,4500,454,346
資訊科技學院,九、資訊安全能力系列,10001133,資安案例分享_e-mail社交工程及防護,本課程將從全世界都在面臨的使用者端攻擊案例開始，讓學習者清楚瞭解「個人」在進行業務工作的時候，可能面臨組織性駭客的威脅。並說明如何分辨惡意電子郵件的運作方式以及注意要點，讓學習者瞭解只有從一開始就保護好重要資料才有可能預防資料的外洩。,行政院資通安全處,60,上架,2017/6/13,2030/12/31,無,初級,340,5882,294,150
資訊科技學院,九、資訊安全能力系列,10001134,資安管理-個人篇,"許多資安事件往往是由於一般使用者疏忽所造成，學完本課程後,您將能夠：瞭解資訊安全基本概念、並正視資訊安全重要性。認識資訊潛在的威脅，並熟悉資訊安全10大好習慣，落實在生活中。",行政院資通安全處,60,上架,2017/6/13,2030/12/31,無,初級,1239,11658,1419,975
資訊科技學院,九、資訊安全能力系列,10001135,資安管理-主管篇,本課程分為四章，第一章介紹資安的重要性與資安究竟對於組織造成什麼樣的威脅，第二章則介紹組織應當保護的資產以及各種資訊資產所受到的威脅，第三章則從風險管理的角度切入主管在其中應扮演之角色與職責，第四章則提出資安關鍵成功因素給各組織高階主管參考學習。,行政院資通安全處,60,上架,2017/6/13,2030/12/31,無,初級,609,5854,545,241
資訊科技學院,九、資訊安全能力系列,10001136,個人資料保護_管理篇,本課程總目標為讓公務人員瞭解政府機關個資保護管理建置流程，並針對其P-D-C-A四個主要階段說明個資管理工作的執行要項，期望透過本課程能協助學員更加瞭解個資保護管理的具體作法,行政院資通安全處,60,上架,2017/6/13,2030/12/31,無,初級,224,4420,198,115
資訊科技學院,九、資訊安全能力系列,10001137,網路安全概論,"面對網路使用上的安全威脅，該如何防治呢？學完本課程後,您將能夠：瞭解一般網路安全架構環境；知道網路可能面臨的資安威脅有那些；對攻擊的手法、防預措施有所瞭解；及瞭解無線網路的安全性。",行政院資通安全處,60,上架,2017/6/13,2030/12/31,無,初級,231,4729,185,103
資訊科技學院,九、資訊安全能力系列,10001138,防火牆部署與管理,介紹防火牆安全主要原則、網路安全區域的劃分、各種防火牆架構的部署、防火牆管理程序以及介紹防火牆採購的注意事項。,行政院資通安全處,60,上架,2017/6/13,2030/12/31,無,初級,147,2006,106,57
資訊科技學院,九、資訊安全能力系列,10001139,行動設備安全,本課程總目標為讓公務人員瞭解行動設備安全的基本概念、使用兩大行動作業系統iOS與Android的風險議題，以及行動設備威脅的防護概念與措施，期能建立學習者對於「行動設備安全」的基礎認知與安全使用習慣,行政院資通安全處,60,上架,2017/6/13,2030/12/31,無,初級,242,3490,215,126
資訊科技學院,九、資訊安全能力系列,10001140,APT目標攻擊因應之道,"說明APT攻擊的定義與概念
列舉常見的APT攻擊手法
運用適當的APT攻擊因應之法",行政院資通安全處,60,上架,2017/7/10,2030/12/31,無,初級,162,3038,102,52
資訊科技學院,九、資訊安全能力系列,10001141,涉外人員資通安全作業實務,本課程將帶領學習者瞭解95年7月31日公布的「各機關駐外人員資通安全作業規定」之重要性，並瞭解其目的與範圍；學員亦對「各機關駐外人員資通安全作業規定」的詳細內容有所認識，同時瞭解執行的方法，從而使學習者能遵循並應用相關作業規定。,行政院資通安全處,60,上架,2017/7/10,2030/12/31,無,初級,154,3253,97,42
資訊科技學院,九、資訊安全能力系列,10001142,惡意軟體介紹與防治,課程共分四章，第一章針對不同類型的惡意軟體做一概刮性的介紹，第二章分析惡意軟體之攻擊模式，第三章介紹惡意軟體如何預防與處理。,行政院資通安全處,60,上架,2017/7/10,2030/12/31,無,初級,832,6707,955,739
資訊科技學院,九、資訊安全能力系列,10001143,網路攻擊技術分析,本課程介紹常見的網路攻擊方法、類型及攻擊流程，並提出各攻擊方法的因應對策。,行政院資通安全處,60,上架,2017/7/10,2030/12/31,無,初級,183,2207,159,65
資訊科技學院,九、資訊安全能力系列,10001144,應用服務安全實作_Web應用程式之威脅與防護,資訊發達的時代，網站是人們重要的資訊、資料接收窗口，然而近幾年來，網站遭受攻擊的問題層出不窮，因此，了解網站攻擊的手法進而保護網站安全才能避免珍貴的資訊、資料流失或誤用。本課程將帶領學習者了解最新網站攻擊手法，進而學習設定安全的網站應用程式，讓學習者能夠利用網站弱點掃描工具來找出網站應用程式之問題。,行政院資通安全處,60,上架,2017/7/10,2030/12/31,無,初級,147,1702,103,53
資訊科技學院,九、資訊安全能力系列,10001145,資訊安全概論,,行政院資通安全處,60,上架,2017/7/10,2030/12/31,無,初級,337,5081,289,164
資訊科技學院,九、資訊安全能力系列,10001146,Windows 安全防護應用,,行政院資通安全處,60,上架,2017/7/10,2030/12/31,無,初級,280,2893,226,126
資訊科技學院,九、資訊安全能力系列,10001246,企業發生資安事件怎麼辦-台灣民間資安協助窗口TWCERTCC,"資訊安全的重要性
發生資安事件怎麼辦
TWCERT/CC資安事件協處案例
企業應如何構建一個安全可靠的作業環境
TWCERT/CC簡介",TWCERT/CC 主任  /陳永佳 博士,52,上架,2018/8/1,2030/12/31,無,初級,318,2026,325,173
資訊科技學院,十、新知分享,10001075,以行動商務帶動創新－中小企業篇,"創業三大迷失：
一、衝動的迷失~沒有妥善的計畫
二、市場的迷失~抓不到特色經營
三、營收的迷失~忽略了利潤經營
以實際個案說明破除迷失的方法與重點。",張善政,21,上架,2015/2/9,2030/12/31,無,初級,224,1539,288,146
資訊科技學院,十、新知分享,10001076,新網路時代下的O2O商機與應用,台灣經濟發展從勞工密集、資本密集演變至創新知識技術密集，講者依據台灣產業發展成就與瓶頸，帶進產業維新理念及創新技巧，中小企業奮鬥之魂，永續台灣！,黃益煌,25,上架,2015/3/2,2030/12/31,無,初級,41,581,46,18
資訊科技學院,十、新知分享,10001077,建構智慧型學習管理平台－以中小網大為例,從電子商務未來5大趨勢探討uitox，從金流、物流、倉儲到網站購物車嵌入服務等「uitox inside」服務，以全球200個城市為點，形成跨國快速到貨的服務，打造出完整的全球電子商務通路系統。,康永華,38,上架,2014/12/22,2030/12/31,無,初級,24,562,27,13
資訊科技學院,十、新知分享,10001078,翻轉吧!創新學習新浪潮,本課程將告訴您企業可如何透過有效運用中小企業網路大學校，協助企業內部進行知識管理與人才培育。,吳建政,57,上架,2014/12/15,2030/12/31,無,初級,45,580,59,16
資訊科技學院,十、新知分享,10001079,跨境電子商務的機會與挑戰,"一、網路服務者的硬體企圖
二、要亞洲還是美國
三、網路是摸索的場域
四、最大的市場",詹宏志,43,上架,2014/9/23,2030/12/31,無,初級,269,1445,156,68
資訊科技學院,十、新知分享,10001080,4G智慧行動商務－發展趨勢對談及交流,本課程特別針對國內自行車產業，結合產業公會及重要學研單位能量，提供產業專利資訊運用概念說明、多項重要自行車零組件的專利發展趨勢、智財管理重點分析等課程內容，以期提升整體競爭力。,林國豐，彭麗蓁，張仁炯,92,上架,2014/9/2,2030/12/31,無,初級,41,565,44,20
資訊科技學院,十、新知分享,10001081,矽谷最熱門的創業加速器,"同為小資世代的你我他，傳統的理財觀念，只會讓生活落入錢滾人的窮忙人生，唯有重新調整步調，才能導向用人滾錢的智富人生！
當所有人都還在期待舊有投資方式能創造錢滾錢的利潤時，唯有跳脫思維，以更宏觀的視野投資無形的自我價值與人脈關係，以人滾錢的嶄新觀念才是符合這個世代的長遠投資法。
當自己成為最有力的資產，才能贖回不被金錢給綁架的夢想人生。
",何小台,54,上架,2014/6/27,2030/12/31,無,初級,22,506,36,15
資訊科技學院,十、新知分享,10001082,【網銷創新機 再造競爭力】國際電子商務平台,"一卡皮箱賺遍世界的輝煌歲月已逐漸被取代，無國界的網路行銷，變成網住全球商機、留住世界財的最好方式。
透過國際網路行銷專家針對電子商務佈局全球探討及分析，必能超越不景氣，中小企業需備足「勇氣與耐心」利用電子商務進軍新興市場，就是提高品牌視野、再造企業競爭力的最佳工具!
",傳紀清，林惠君,22,上架,2014/6/18,2030/12/31,無,初級,17,438,35,17
資訊科技學院,十、新知分享,10001083,指尖行銷，教你划出知名度!,"對於辛苦大半輩子的第一代創業者而言，家族事業是口碑，也是品牌、更是心血；然而若是第二代不願接手，是否還有別的選擇，可以永續經營下去?
",鐘岳澤,46,上架,2014/4/18,2030/12/31,無,初級,53,649,84,52
資訊科技學院,十、新知分享,10001084,雲端行動化，服務大進化,"經濟部中小企業處有如總鋪師的角色，是協助企業網路轉型最大的幕後推手，推出數位關懷、數位學習、國際外銷、雲端推廣四大計畫，用在地美味結合精湛的廚藝，打造出企業經典好菜~
分享如何推動電子化經營策略與應用，共同傳遞國際網路行銷在新興市場的發展趨勢，用網路結合創意，創造出一波波網路口碑效果。
",張培鏞，邱挺瑜,35,上架,2013/6/25,2030/12/31,無,初級,22,436,39,16
資訊科技學院,十、新知分享,10001087,網路外銷的崛起和契機,"如何掌握商品售價及eBay各國市場趨勢/價格分析？
如何運用Terapeak資料庫，了解同類型產品/賣家的市場競爭態勢，藉以調整商品策略？
本活動有熱賣商品趨勢解析，還有精彩案例分享！",林惠君,45,上架,2010/9/29,2030/12/30,無,初級,23,419,29,19
資訊科技學院,十、新知分享,10001089,中小企業如何善用Google工具,"Google提供的工具快速的介紹並告知如何應用在工作上，
介紹到的工具有Google(谷歌)搜尋、iGoogle、Google免費電子郵件、Google Talk、Youtube、Google Video、Google 部落格(Blogger，網誌)、Google網站流量分析工具(Analytics)、Google 文件、Google日曆、Google地圖、Google earth、Google Sky、Google Moon、Picasa、Google快訊、Google 工具列(toolbar)、Google桌面(desktop)、Orkut、Google lively、Google 瀏覽器(chrome)、Google health...等，讓您快速進入Google的世界。",楊乾中,20,上架,2009/7/13,2030/12/30,無,初級,50,722,86,28
資訊科技學院,十、新知分享,10001090,比特幣與區塊鏈應用的前世今生,如何利用區塊鏈應用移除堵住資訊流的大石頭及比特幣與區塊鏈的相關性,張軒豪,60,上架,2017/1/9,2030/12/31,無,初級,374,5040,393,170
資訊科技學院,十、新知分享,10001091,跨境電子商務,"一、臺灣賣家商機研討會
1.玩具品類介紹
2.玩具品類熱銷產品介紹
3.商業及工業品類介紹
4.商業及工業品類熱銷產品介紹
二、跨境電子商務物流
1.eBay海外倉儲與精選物流方案介紹
2.eBay在五大站點開設倉儲以滿足跨境貿易的重貨交易需求
3.eBay以平台的力量，與物流業者合作，提供賣家們最優惠的跨境物流方案
4.善用海外倉儲與精選物流方案，eBay賣家將能更無憂地將產品賣向全世界",蔡念馳,60,上架,2015/10/13,2030/12/31,無,初級,251,1649,168,73
資訊科技學院,十、新知分享,10001092,「風起雲湧，企業雲端新視野」-如何從雲到「端」,期盼企業能透過本課程了解及享受雲端服務帶來的便利，共同探討台灣中小企業雲端技術發展概況、策略與成效，帶動雲端新契機。,吳漢章,60,上架,2013/6/25,2030/12/31,無,初級,19,421,29,13
資訊科技學院,十、新知分享,10001093,網路外銷系列-綻放行銷力致勝關鍵,"期盼企業能透由本課程了解及享受雲端服務帶來的便利，
共同探討台灣中小企業雲端技術發展概況、策略與成效，
帶動雲端新契機。",宋美蒔,45,上架,2013/6/28,2030/12/31,無,初級,19,464,22,11
資訊科技學院,十、新知分享,10001094,「雲端」不是說說，做就對了!,在現今軟硬體都很成熟狀況下，我們該如何做好雲端服務。藉由痞客邦在雲端運用上的經驗分享，讓您更加了解如何運用雲端服務的優勢以及可能面臨的問題。,李俊廣,35,上架,2013/2/20,2030/12/31,無,初級,28,389,41,18
資訊科技學院,十、新知分享,10001095,創新，電子商務未來的力量與機會,"創新，電子商務未來的力量與機會
電子商務未來有多大?!
電子商務模式觀察及策略建議，
PChome Online 詹宏志董事長為您專業剖析~
透視電子商務大未來!",詹宏志,66,上架,2013/3/21,2030/12/31,無,初級,122,996,125,75
資訊科技學院,十、新知分享,10001096,贏在雲端力─2012中小企業雲端服務應用論壇(下),雲端，象徵「白雲」的全新技術日漸普及。透過雲端，資料開始產生連結，電腦開始產生連結，人與人也開始產生連結。就像孫悟空獲得觔斗雲般，工作的速度與規模都開始出現巨大的變化。透過各種雲端工具讓您拔得頭籌，贏在雲端力！,吳若權，林樂怡，楊乾中，王蔚甫,35,上架,2012/8/27,2030/12/31,無,初級,14,414,21,9
資訊科技學院,十、新知分享,10001098,站上雲端 扭轉趨勢,"高速競爭的現代職場中，乖乖在辦公室用Office已經落伍了，隨時隨地在雲端上文書處理才夠看！
雲端運算近年來在科技領域迅速崛起，帶動全球產業的轉型，也將深遠地改變人們在職場中的工作模式。
想要升官加薪嗎？關鍵就在最夯的「雲端運算」，想要了解它就要趁現在！",王耀聰,105,上架,2011/2/21,2030/12/31,無,初級,32,446,56,28
資訊科技學院,十、新知分享,10001099,與ebay一起迎向電子商務大未來,,林友程，林惠君,60,上架,2015/10/13,2030/12/31,無,初級,30,663,36,17
資訊科技學院,十、新知分享,10001100,雲勢力大解密--打造優質雲端服務DNA(下),雲端運算推廣服務計畫辦公室將透過一系列「雲勢力大解密」講演，協助台灣資服業者打造一個更優質更有競爭力的雲端服務。第二階段課程以分享雲端產品開發人因工程設計切入，從使用者體驗設計以及服務設計的角度，討論目前雲端軟體服務開發所需注意的設計考量。透過服務情境開發、用戶體驗設計、服務支援設計、用戶設定設計，提供給使用者更人性化的雲端服務。同時也分享如何選擇從雲端服務中選擇適當的功能延伸至App中，有效輔助使用者充分利用雲端服務，並提供資服業者在App開發過程中，介面設計及效能考量之重點。最後，則是介紹軟體績效評估方式，針對雲端特性歸納出雲端服務績效之標準，並從SLA的角度，輔助資服業者提昇其服務品質。,邱文豪，何永琳,110,上架,2012/11/28,2030/12/31,無,初級,21,434,29,13
資訊科技學院,十、新知分享,10001101,雲勢力大解密--打造優質雲端服務DNA(上),雲端運算推廣服務計畫辦公室將透過一系列「雲勢力大解密」講演，協助台灣資服業者打造一個更優質更有競爭力的雲端服務。第二階段課程以分享雲端產品開發人因工程設計切入，從使用者體驗設計以及服務設計的角度，討論目前雲端軟體服務開發所需注意的設計考量。透過服務情境開發、用戶體驗設計、服務支援設計、用戶設定設計，提供給使用者更人性化的雲端服務。同時也分享如何選擇從雲端服務中選擇適當的功能延伸至App中，有效輔助使用者充分利用雲端服務，並提供資服業者在App開發過程中，介面設計及效能考量之重點。最後，則是介紹軟體績效評估方式，針對雲端特性歸納出雲端服務績效之標準，並從SLA的角度，輔助資服業者提昇其服務品質。,李志文，侯履祥,71,上架,2012/11/28,2030/12/31,無,初級,13,469,19,10
資訊科技學院,十、新知分享,10001111,機器人產業之發展概況(1),"本課程由「ITIS智網(www.itis.org.tw)」提供。
有心於機器人發展的企業都在發展人工智慧。人工智慧至少還有兩個基本問題尚待解決：圖形辨識和普通常識。目前機器人的立體視覺可以比人眼看到更多的細節，但卻無法辨識所看到的東西。然而隨著現在電腦運算能力的速度大幅提升，人工智慧的復興早已展開，雖然目前的機器人科技離電影科幻情節還有相當大的距離，進展速度緩慢，但可預期的是未來成果將會很紮實。未來若想在機器人產業佔有一席之地，就看誰在AI上投入的多，人工智慧的發展將會影響機器人產業可以發展到何等境界。
消費型無人機讓電子大廠競相投入，例如錯過行動裝置發展的Intel即看好無人機產業。影響現今無人機發展的最大要素，是相關航空法令的開放程度，如飛行高度、空拍涉及隱私的法規、牌照取得、飛行能見度等，目前尚未有一個明確而完善的法律規範與施行細則，這造成無人機在商用領域的推廣上面臨掣肘。不過一旦突破限制，其市場發展潛力將不容小覷。",黃仲宏產業分析師,15,上架,2017/4/28,2030/12/31,無,初級,25,3100,74,59
資訊科技學院,十、新知分享,10001112,機器人產業之發展概況(2),"本課程由「ITIS智網(www.itis.org.tw)」提供。
服務型機器人現階段仍處於萌芽期，但是產業成長的速度一旦爆發將十分驚人，因此相當受到矚目。由於全球各主要國家老年人口逐年提升，老齡化社會對於健康照護需求持續看漲，包含行動輔具以及個人化的移動、照護裝置，專用服務型機器人和個人服務型機器人的應用需求比例已在2010年後逐漸產生消長變化。其中，醫療照護用途機器人與智慧家居庶務型機器人將是未來兩大較具發展性的服務型機器人。",黃仲宏產業分析師,25,上架,2017/4/28,2030/12/31,無,初級,14,1209,57,47
資訊科技學院,十、新知分享,10001113,物聯網IOT發展趨勢,"半導體發展已久，在網通及感測器的發展帶動下，物聯網時代即將來臨，半導體整體產業正在轉變，從過去設計、製造、封測過去專業分工的時代，正逐漸走向垂直整合、上下游彼此緊密結合的現在及未來，各次產業單打獨鬥已成過去式，現今各次產業講求上下游彼此合作以提供最佳的解決方案。以封測業為例，在先進晶圓級封裝的部份，部份便由上游晶圓廠提供中介層，或甚至是植球(Bumping)的部份，再交由下游封測業切割及放到印刷電路板上以完成最後作業流程。而設計業亦需掌握未來終端產品的發展趨勢，以利提前布局所需技術，若需開發時程較久，則會以併購方式取得互補的技術，以上便是半導體的現在進行式，亦將會是未來重要發展趨勢。
物聯網將從過去單一產品、大廠主導、技術導向，將邁向大規模生活應用、系統整合、與資料分析的發展模式，而透過巨量資料與智慧的價值所引導的物聯網生態體系顛覆式創新價值，其中重要關鍵在於「思維轉變」，以解決核心問題(Problem-centric)為前提，並以人為中心的技術/產品/服務開發策略，並運用資料創新應用以解決商業議題，進而獲得價值，是最先應該思考的問題，也是最大的挑戰。
IoT應用環境下包括感測設備、通訊設備或是終端行動裝置皆愈來愈強調多樣化、生命週期短、設計簡化、節能多工、…，而元件模組化可達其要求，因此造成元件模組化之腳步加快，應用比重增加。日、韓零組件廠商規模大，且同質或異質產品線齊全，元件模組化的過程中較具發展優勢。台灣廠商發展元件模組化，必需增加薄型元件之製造能力，並加強各元件廠商整合策略聯盟合作。
物聯網(IoT)的時代來臨，將帶動新一波跨裝置應用的市場需求，並將對現行產業造成相當程度之改變，少量多樣的垂直應用場域機會，將帶動車用顯示器、智慧手錶、頭戴顯示器、數位看板等新的市場需求崛起，成為接續手持式裝置後的新成長動能。技術發展隨著提升使用者體驗，朝輕薄設計、軟性顯示器、透明顯示器等新的解決方案重新定義人機介面，產業也將從以往的規模競爭走向價值競爭。",楊啟鑫、趙祖佑、董鍾明、林研詩,21,上架,2017/4/28,2030/12/31,無,初級,176,6100,203,143
資訊科技學院,十、新知分享,10001114,全球製造業智慧自動化背景,中國大陸製造業經營環境改變，造成全球性製造業的轉型與升級需求，包括德國提出「工業4.0」、美國提出「AMP」、日本提出「工業4.1J」、韓國提出「製造業創新3.0戰略」與中國大陸提出「中國製造2025」等政策。世界工廠的興起與轉型皆成因於中國大陸，接下來會如何發展，是我們需要持續關注的議題。,戴熒美產業分析師,17,上架,2017/4/28,2030/12/31,無,初級,466,4251,377,250
資訊科技學院,十、新知分享,10001115,全球製造業智慧自動化發展趨勢,全球製造業自動化發展，主要是以資通訊技術應用加值為核心，分為集中控制與分散控制的同步運作、生產技術與資訊技術的整合效益、連續型自動化與離散型自動化的彈性調配、各類衍生的服務模式與數位化的軟體平台等五大發展方向，核心技術則主要圍繞在感測器、移動性、保全性與無線化等功\能技術的開發，現階段全球智慧製造現場上已有許\多實際案例實施與應用。,戴熒美產業分析師,17,上架,2017/4/28,2030/12/31,無,初級,625,5185,558,337
資訊科技學院,十、新知分享,10001116,國內外製造業智慧自動化應用案例,智慧自動化方案必須有效實踐經營目標，才能達到實施者的投入產出效應，從國際製造廠案例可揭櫫相關思考方向相關思考方向，如解決需求變異問題、製造業回流的差異化、運用IoT提升生產效率、全球性生產創新、創新商業模式等。,戴熒美產業分析師,20,上架,2017/4/28,2030/12/31,無,初級,868,7751,825,496
資訊科技學院,十、新知分享,10001130,【科技，始於人性-呼應真實需求的智慧生活】智慧生活的Next Big Things,智慧化浪潮使得過去許多實驗室內的前瞻科技，逐步走入我們的日常生活之中。因此，如何結合既有的產業優勢，輔以「硬體＋軟體＋智慧服務」的整合思維，重新以人性需求為核心，以創新思維設計使用經驗，將未來打造成更能呼應真實需求的智慧生活呢？,簡立峰總經理,27,上架,2017/6/5,2030/12/31,無,初級,31,2587,63,35
資訊科技學院,十、新知分享,10001131,【科技，始於人性-呼應真實需求的智慧生活】AI人工智慧的下個十年,智慧化浪潮使得過去許多實驗室內的前瞻科技，逐步走入我們的日常生活之中。因此，如何結合既有的產業優勢，輔以「硬體＋軟體＋智慧服務」的整合思維，重新以人性需求為核心，以創新思維設計使用經驗，將未來打造成更能呼應真實需求的智慧生活呢？,游直翰創辦人,29,上架,2017/7/5,2030/12/31,無,初級,555,5731,470,262
資訊科技學院,十、新知分享,10001132,【科技，始於人性-呼應真實需求的智慧生活】台灣物聯網的契機，以Kumawash創辦經驗為例,智慧化浪潮使得過去許多實驗室內的前瞻科技，逐步走入我們的日常生活之中。因此，如何結合既有的產業優勢，輔以「硬體＋軟體＋智慧服務」的整合思維，重新以人性需求為核心，以創新思維設計使用經驗，將未來打造成更能呼應真實需求的智慧生活呢？,林宜儒創辦人,29,上架,2017/8/7,2030/12/31,無,初級,33,2716,65,30
資訊科技學院,十、新知分享,10001156,物聯網與金融科技,,裴有恆總經理,64,上架,2017/6/19,2030/12/31,無,初級,358,5564,286,169
